id,name,normalized_name,gender,gender_is_inferred
5793,Moe's Face,moes face,unknown,True
5794,FEDEX-TYPE GUY,fedex-type guy,unknown,True
5795,Tom Colicchio,tom colicchio,unknown,True
5796,Cia Official,cia official,unknown,True
5797,Humans,humans,unknown,True
5798,Viktor,viktor,unknown,True
5799,Disaster Victim,disaster victim,unknown,True
5800,Viktor's Wife,viktors wife,unknown,True
5801,Young Kim Jong Il,young kim jong il,unknown,True
5802,City Slicker,city slicker,unknown,True
5803,Student Chorus,student chorus,unknown,True
5804,'ELDERLY ENGLISHWOMAN',elderly englishwoman,unknown,True
5805,'MRS. KNICKERTWIST',mrs knickertwist,unknown,True
5806,Laid-back Teacher,laid-back teacher,unknown,True
5807,Young Chalmers,young chalmers,unknown,True
5808,Saloonkeeper,saloonkeeper,unknown,True
5809,Injured Cast Member,injured cast member,unknown,True
5810,Voice Of God,voice of god,unknown,True
5811,Avatar Bart,avatar bart,unknown,True
5812,Avatar Jimbo,avatar jimbo,unknown,True
5813,Avatar Dolph,avatar dolph,unknown,True
5814,Avatar Kearney,avatar kearney,unknown,True
5815,Avatar Milhouse,avatar milhouse,unknown,True
5816,Taxi Dragon,taxi dragon,unknown,True
5817,KAMALA,kamala,unknown,True
5818,Roz,roz,unknown,True
5819,Robot Seal,robot seal,unknown,True
5820,Paul Flart,paul flart,unknown,True
5821,Undertaker,undertaker,unknown,True
5822,HOWARD JR.,howard jr,unknown,True
5823,Reps,reps,unknown,True
5824,Miss Wyoming,miss wyoming,unknown,True
5825,Robot Maid,robot maid,unknown,True
5826,Game Developer,game developer,unknown,True
5827,Ethiopian Waitress,ethiopian waitress,unknown,True
5828,Ethiopians,ethiopians,unknown,True
5829,Marge's Taste Buds,marges taste buds,unknown,True
5830,SIMPSONS/FOODIES,simpsonsfoodies,unknown,True
5831,Foie Greg,foie greg,unknown,True
5832,Amuse Bruce,amuse bruce,unknown,True
5833,Spanish Chef,spanish chef,unknown,True
5834,TONY BOURDAIN,tony bourdain,unknown,True
5835,Wayne,wayne,male,False
5836,Dr. Zander,dr zander,male,False
5837,Walther Hotenhoffer,walther hotenhoffer,male,False
5838,Chong,chong,male,False
5839,Mario Batali,mario batali,unknown,True
5840,Swedish Chef,swedish chef,unknown,True
5841,BRITISH VOICE,british voice,unknown,True
5842,Gordon Ramsay,gordon ramsay,unknown,True
5843,Thug,thug,unknown,True
5844,FOODIES,foodies,unknown,True
5845,Young 'uns,young uns,unknown,True
5846,Young Thug,young thug,unknown,True
5847,Homer Taste Buds,homer taste buds,unknown,True
5848,Paleontologist,paleontologist,unknown,True
5849,Stagehand #1,stagehand 1,unknown,True
5850,Stagehand #2,stagehand 2,unknown,True
5851,Gang,gang,unknown,True
5852,Neil Gaiman,neil gaiman,unknown,True
5853,Lackeys,lackeys,unknown,True
5854,Zombie Bride,zombie bride,unknown,True
5855,Female Marketing Executive,female marketing executive,unknown,True
5856,Male Marketing Executive,male marketing executive,unknown,True
5857,Karaoke Operator,karaoke operator,unknown,True
5858,Dottie,dottie,unknown,True
5859,Regulator,regulator,unknown,True
5860,Diversity Kitten,diversity kitten,unknown,True
5861,Wheelchair Kitten,wheelchair kitten,unknown,True
5862,Skanky Girl,skanky girl,unknown,True
5863,Fatso,fatso,unknown,True
5864,Eunice,eunice,unknown,True
5865,Young Executive,young executive,unknown,True
5866,Woman Executive,woman executive,unknown,True
5867,Adult Audience,adult audience,unknown,True
5868,Tick-Tock,tick-tock,unknown,True
5869,Kevin Dillon,kevin dillon,unknown,True
5870,Crew Members,crew members,unknown,True
5871,Burly Crew Member,burly crew member,unknown,True
5872,JANEANE GAROFOLO,janeane garofolo,unknown,True
5873,Elderly Principal Skinner,elderly principal skinner,unknown,True
5874,Jiff,jiff,unknown,True
5875,Skippy,skippy,unknown,True
5876,Adult Milhouse,adult milhouse,unknown,True
5877,Zia,zia,unknown,True
5878,Robot Doctor,robot doctor,unknown,True
5879,Guitarist,guitarist,unknown,True
5880,Holo-book,holo-book,unknown,True
5881,Maude's Ghost,maudes ghost,unknown,True
5882,Ticket Agent,ticket agent,unknown,True
5883,Recorded Announcement,recorded announcement,unknown,True
5884,Australian Man,australian man,unknown,True
5885,Aged Burns,aged burns,unknown,True
5886,Adult Kearney,adult kearney,unknown,True
5887,Tree,tree,unknown,True
5888,Handsome Male Android,handsome male android,unknown,True
5889,Delivery Nurse,delivery nurse,unknown,True
5890,Adult Ralph,adult ralph,unknown,True
5891,Adult Ralph #2,adult ralph 2,unknown,True
5892,Adult Ralph #3,adult ralph 3,unknown,True
5893,'Lenny',lenny,unknown,True
5894,'Carl',carl,unknown,True
5895,Tsa Agent,tsa agent,unknown,True
5896,Tsa Baby,tsa baby,unknown,True
5897,Tsa Officer,tsa officer,unknown,True
5898,Ethnic Man,ethnic man,unknown,True
5899,Air Marshal,air marshal,unknown,True
5900,Mystery Man,mystery man,unknown,True
5901,Cbsbn Executive,cbsbn executive,unknown,True
5902,Lefty Loony,lefty loony,unknown,True
5903,Female Cbsbn Executive,female cbsbn executive,unknown,True
5904,Chris Christie,chris christie,unknown,True
5905,James Madison,james madison,unknown,True
5906,Other Car's Driver,other cars driver,unknown,True
5907,Fireman #1,fireman 1,unknown,True
5908,Fireman #2,fireman 2,unknown,True
5909,Fireman #3,fireman 3,unknown,True
5910,Male Twin,male twin,unknown,True
5911,2nd Male Twin,2nd male twin,unknown,True
5912,Mexican Duffman,mexican duffman,unknown,True
5913,Bar Rag,bar rag,unknown,True
5914,Bartholomé,bartholomé,unknown,True
5915,Lise,lise,unknown,True
5916,Marguerite,marguerite,unknown,True
5917,French Men,french men,unknown,True
5918,Homeur,homeur,unknown,True
5919,Archbishop Smithers,archbishop smithers,unknown,True
5920,Le Duc,le duc,unknown,True
5921,ARCHBISHOP,archbishop,unknown,True
5922,Sponge,sponge,unknown,True
5923,French Wiggum,french wiggum,unknown,True
5924,Adoring Young Women,adoring young women,unknown,True
5925,Viking Homer,viking homer,unknown,True
5926,Viking Lenny,viking lenny,unknown,True
5927,Monk #2,monk 2,unknown,True
5928,Monk #3,monk 3,unknown,True
5929,Persian Trader,persian trader,unknown,True
5930,Christian Homer,christian homer,unknown,True
5931,King Nelson,king nelson,unknown,True
5932,Discarded Wives,discarded wives,unknown,True
5933,Servant Jimbo,servant jimbo,unknown,True
5934,Scheherazade,scheherazade,unknown,True
5935,SCHERAZADE,scherazade,unknown,True
5936,Nobleman,nobleman,unknown,True
5937,Pope Julius,pope julius,unknown,True
5938,Michelangelo,michelangelo,unknown,True
5939,Rat,rat,unknown,True
5940,Union Soldier,union soldier,unknown,True
5941,Extra Large Underwear,extra large underwear,unknown,True
5942,Robert Marlowe,robert marlowe,male,False
5943,Slick Publisher,slick publisher,male,False
5944,Adam,adam,unknown,True
5945,Guy Driving By,guy driving by,unknown,True
5946,Frida,frida,unknown,True
5947,Jerri,jerri,unknown,True
5948,3rd Twin,3rd twin,unknown,True
5949,Pyramus' Father,pyramus father,unknown,True
5950,Thisbe,thisbe,unknown,True
5951,Parrot,parrot,unknown,True
5952,Voice From Tv,voice from tv,unknown,True
5953,Hadley,hadley,unknown,True
5954,Pauline Pfeiffer,pauline pfeiffer,unknown,True
5955,Marlin,marlin,unknown,True
5956,Cloaked Member,cloaked member,unknown,True
5957,HANK WILLIAMS,hank williams,unknown,True
5958,Shelbyville Announcer,shelbyville announcer,unknown,True
5959,Julian Assange,julian assange,unknown,True
5960,Paula Paul,paula paul,unknown,True
5961,Marine,marine,unknown,True
5962,Perky Checkout Lady,perky checkout lady,unknown,True
5963,Shepard Fairey,shepard fairey,unknown,True
5964,Robbie Conal,robbie conal,unknown,True
5965,Kenny Scharf,kenny scharf,unknown,True
5966,Pompous Arts Editor,pompous arts editor,unknown,True
5967,Arts Editors,arts editors,unknown,True
5968,Ron English,ron english,unknown,True
5969,Thought Bubble Apu,thought bubble apu,unknown,True
5970,Store Worker,store worker,unknown,True
5971,MUCH-SCARIER DEATH,much-scarier death,unknown,True
5972,'Shorts' Bart,shorts bart,unknown,True
5973,'Shorts' Homer,shorts homer,unknown,True
5974,'Shorts' Lisa,shorts lisa,unknown,True
5975,'Shorts' Marge,shorts marge,unknown,True
5976,Sideshow Mel Shakespeare,sideshow mel shakespeare,unknown,True
5977,Moes,moes,unknown,True
5978,FLANDERS' MOUTH AND MOUSTACHE,flanders mouth and moustache,unknown,True
5979,Lang-Soo,lang-soo,unknown,True
5980,Table Of Brunchers,table of brunchers,unknown,True
5981,BEAUTIFUL BOY,beautiful boy,unknown,True
5982,Robot Catcher,robot catcher,unknown,True
5983,Robot 3rd Baseman,robot 3rd baseman,unknown,True
5984,Pointing Robot,pointing robot,unknown,True
5985,Another Robot,another robot,unknown,True
5986,Yet Another Robot,yet another robot,unknown,True
5987,Dying Robot,dying robot,unknown,True
5988,Robot #3,robot 3,unknown,True
5989,Hound,hound,unknown,True
5990,Fishing Robot,fishing robot,unknown,True
5991,Fitness Salesman,fitness salesman,unknown,True
5992,Elderly Homer,elderly homer,unknown,True
5993,Elderly Marge,elderly marge,unknown,True
5994,Terrified Man,terrified man,unknown,True
5995,'Jennifer Aniston',jennifer aniston,unknown,True
5996,Handsome Funny Guy,handsome funny guy,unknown,True
5997,Shirtless Rugged Man,shirtless rugged man,unknown,True
5998,Kitten,kitten,unknown,True
5999,Thought Bubble Jimbo,thought bubble jimbo,unknown,True
6000,1-Year-Old Homer,1-year-old homer,unknown,True
6001,Strange Man,strange man,unknown,True
6002,Giant Cat,giant cat,unknown,True
6003,Check-in Agent,check-in agent,unknown,True
6004,Tough Announcer,tough announcer,unknown,True
6005,Kidzone Rep,kidzone rep,unknown,True
6006,Caribbean Boy,caribbean boy,unknown,True
6007,Singaporean Girl,singaporean girl,unknown,True
6008,80-Year-Old Bart,80-year-old bart,unknown,True
6009,Elderly Nelson,elderly nelson,unknown,True
6010,Skeet Shooter,skeet shooter,unknown,True
6011,Captain Svalbard,captain svalbard,unknown,True
6012,Norwegian Ensign,norwegian ensign,unknown,True
6013,Joey Scazzazone,joey scazzazone,unknown,True
6014,Cult Followers,cult followers,unknown,True
6015,Filipino Steward,filipino steward,unknown,True
6016,Wheelchair Boy,wheelchair boy,unknown,True
6017,Dave the Lifeguard,dave the lifeguard,unknown,True
6018,Treat Williams,treat williams,unknown,True
6019,Portuguese Boy,portuguese boy,unknown,True
6020,Cruiser,cruiser,unknown,True
6021,Russian Businessman,russian businessman,unknown,True
6022,Criminal Guests,criminal guests,unknown,True
6023,German Criminal,german criminal,unknown,True
6024,Mistress,mistress,unknown,True
6025,Homer's Reflection,homers reflection,unknown,True
6026,Hufnpuffalus,hufnpuffalus,unknown,True
6027,Drug Lord,drug lord,unknown,True
6028,DRUG LORD'S WIFE,drug lords wife,unknown,True
6029,Feminist Left-handed Woman,feminist left-handed woman,unknown,True
6030,Strident Left-handed Man,strident left-handed man,unknown,True
6031,Lgbt Group,lgbt group,unknown,True
6032,Embarrassed Man,embarrassed man,unknown,True
6033,Christian Teacher,christian teacher,unknown,True
6034,Talking Dog,talking dog,unknown,True
6035,Older Flanders,older flanders,unknown,True
6036,College Grad Todd,college grad todd,unknown,True
6037,Sally Scantron Sheet,sally scantron sheet,unknown,True
6038,Peter Pencil,peter pencil,unknown,True
6039,SALLY/PETER,sallypeter,unknown,True
6040,Sleazy Sam,sleazy sam,unknown,True
6041,Farmwife,farmwife,unknown,True
6042,Pistons,pistons,unknown,True
6043,Rowan Priddis,rowan priddis,male,False
6044,CAIN,cain,male,False
6045,Senior Tsa Agent,senior tsa agent,unknown,True
6046,Wardrobe Man,wardrobe man,unknown,True
6047,Dangling Accountant,dangling accountant,unknown,True
6048,SPUCKLER KID,spuckler kid,unknown,True
6049,CROWD OW,crowd ow,unknown,True
6050,Voice Chip,voice chip,unknown,True
6051,Manhole Paparazzo,manhole paparazzo,unknown,True
6052,Egg Bearers,egg bearers,unknown,True
6053,Egg Bearer,egg bearer,unknown,True
6054,Crowd In Bleachers,crowd in bleachers,unknown,True
6055,Old Man Wellbottom,old man wellbottom,unknown,True
6056,J.J. Hunsecker,jj hunsecker,unknown,True
6057,N.Y. Father,ny father,unknown,True
6058,N.Y. Mother,ny mother,unknown,True
6059,Buff Cowboy,buff cowboy,unknown,True
6060,New York Cab Driver,new york cab driver,unknown,True
6061,Sophisticated Girl,sophisticated girl,unknown,True
6062,Theater Cashier,theater cashier,unknown,True
6063,New York Guy,new york guy,unknown,True
6064,Guitar Player,guitar player,unknown,True
6065,Shakespearean Vendor,shakespearean vendor,unknown,True
6066,Other Audience Members,other audience members,unknown,True
6067,Unidentified Baldwin,unidentified baldwin,unknown,True
6068,Unidentified Estevez,unidentified estevez,unknown,True
6069,Hipster Man,hipster man,unknown,True
6070,Shakespearean Actor,shakespearean actor,unknown,True
6071,New York Cop,new york cop,unknown,True
6072,Al Roker,al roker,unknown,True
6073,Barts,barts,unknown,True
6074,'t',t,unknown,True
6075,Ethereal Being,ethereal being,unknown,True
6076,2nd Ethereal Being,2nd ethereal being,unknown,True
6077,Ethereal Beings,ethereal beings,unknown,True
6078,Little Marge,little marge,unknown,True
6079,PATTY/SELMA,pattyselma,unknown,True
6080,DEMONS,demons,unknown,True
6081,Mysterious Figure,mysterious figure,unknown,True
6082,Corrupt Pope Homer,corrupt pope homer,unknown,True
6083,Fop Homer,fop homer,unknown,True
6084,Caveman Homer,caveman homer,unknown,True
6085,Egyptian Slave Homer,egyptian slave homer,unknown,True
6086,Jeff Gordon,jeff gordon,unknown,True
6087,Evil Wizard,evil wizard,unknown,True
6088,Meredith Milgram,meredith milgram,unknown,True
6089,Septuplets,septuplets,unknown,True
6090,Thought Bubble Dr. Hibbert,thought bubble dr hibbert,unknown,True
6091,THOUGHT BUBBLE BERNICE,thought bubble bernice,unknown,True
6092,Roberto Dinero,roberto dinero,unknown,True
6093,ROBERT DINERO,robert dinero,unknown,True
6094,Female Orderly,female orderly,unknown,True
6095,Male Orderly,male orderly,unknown,True
6096,Burly Biker,burly biker,unknown,True
6097,Spiro,spiro,unknown,True
6098,YOUNG SPIRO,young spiro,unknown,True
6099,Marvin Hamlisch,marvin hamlisch,unknown,True
6100,CHANTEUSE,chanteuse,unknown,True
6101,YOUNG RITA,young rita,unknown,True
6102,RITA,rita,unknown,True
6103,Jennifer Tilly,jennifer tilly,unknown,True
6104,Puppet,puppet,unknown,True
6105,Dealer Avatar,dealer avatar,unknown,True
6106,Elderly Owner,elderly owner,unknown,True
6107,Joey the Arsonist,joey the arsonist,unknown,True
6108,Kenny the Problem,kenny the problem,unknown,True
6109,Bulgarian Woman,bulgarian woman,unknown,True
6110,Giant Grasshopper,giant grasshopper,unknown,True
6111,Teenage Female Voice,teenage female voice,unknown,True
6112,Teenage Female Voice #2,teenage female voice 2,unknown,True
6113,Relieved Mom,relieved mom,unknown,True
6114,Crazed Dad,crazed dad,unknown,True
6115,Girl's Mom,girls mom,unknown,True
6116,Barney Blimp,barney blimp,unknown,True
6117,Dejected Barfly,dejected barfly,unknown,True
6118,Auditor,auditor,unknown,True
6119,Pleasant Voice,pleasant voice,unknown,True
6120,Distinguished Elderly Voice,distinguished elderly voice,unknown,True
6121,7-Year-Old Brockman,7-year-old brockman,unknown,True
6122,Short Man,short man,unknown,True
6123,Upbeat Announcer,upbeat announcer,unknown,True
6124,Man With Tree Hat,man with tree hat,unknown,True
6125,Tree Hoper,tree hoper,unknown,True
6126,Seminar Leader,seminar leader,unknown,True
6127,Donut Man/terence,donut manterence,unknown,True
6128,T-Rex,t-rex,unknown,True
6129,YO-YO,yo-yo,unknown,True
6130,Tattoo Artist,tattoo artist,unknown,True
6131,Nursing Women,nursing women,unknown,True
6132,Nursing Toddler,nursing toddler,unknown,True
6133,Cool Kids,cool kids,unknown,True
6134,Colin Meloy,colin meloy,unknown,True
6135,Pretentious Rat Lover,pretentious rat lover,unknown,True
6136,Futuristic Man,futuristic man,unknown,True
6137,Old-timey Hipster,old-timey hipster,unknown,True
6138,MyPhone,myphone,unknown,True
6139,Cool People,cool people,unknown,True
6140,Villageville Crowd,villageville crowd,unknown,True
6141,Electronic Donkey Voice,electronic donkey voice,unknown,True
6142,Bongo,bongo,unknown,True
6143,Baby Homer,baby homer,unknown,True
6144,Toad,toad,unknown,True
6145,Terence,terence,male,False
6146,Young Herman,young herman,unknown,True
6147,12-Year-Old Lou,12-year-old lou,unknown,True
6148,Miss Viola,miss viola,unknown,True
6149,Other Dad,other dad,unknown,True
6150,Mom With Laser,mom with laser,unknown,True
6151,Moms,moms,unknown,True
6152,Red Dad,red dad,unknown,True
6153,Furious Dad,furious dad,unknown,True
6154,Psycho Dad,psycho dad,unknown,True
6155,Ape Heads,ape heads,unknown,True
6156,Dr. Eugene Blatz,dr eugene blatz,unknown,True
6157,Overlord,overlord,unknown,True
6158,Post-apocalyptic Crowd,post-apocalyptic crowd,unknown,True
6159,Prepper,prepper,unknown,True
6160,Zombie Kid,zombie kid,unknown,True
6161,Zombie Dad,zombie dad,unknown,True
6162,MOLEMAN JR.,moleman jr,unknown,True
6163,Jennifer,jennifer,unknown,True
6164,Angel Skinner,angel skinner,unknown,True
6165,Mrs. Skinner Devil,mrs skinner devil,unknown,True
6166,Popeyes,popeyes,unknown,True
6167,Wrecking Ball Operator,wrecking ball operator,unknown,True
6168,Bird Wrangler,bird wrangler,unknown,True
6169,Mav,mav,unknown,True
6170,Portia,portia,unknown,True
6171,Mav's Dad,mavs dad,unknown,True
6172,Male Gps,male gps,unknown,True
6173,Musicologist,musicologist,unknown,True
6174,Other Musicologist,other musicologist,unknown,True
6175,French-canadian Mountain Man,french-canadian mountain man,unknown,True
6176,HILLBILLY M.C.,hillbilly mc,unknown,True
6177,Barry the Satellite TV Guy,barry the satellite tv guy,unknown,True
6178,Devon Peacock,devon peacock,unknown,True
6179,SUPERHERO WITH CLAWS,superhero with claws,unknown,True
6180,Max Weinberg,max weinberg,unknown,True
6181,Brazilian Man,brazilian man,unknown,True
6182,Brazilian 12-year-old Boy,brazilian 12-year-old boy,unknown,True
6183,Melvis,melvis,unknown,True
6184,Caricature,caricature,unknown,True
6185,Ol' Joe Clabby,ol joe clabby,unknown,True
6186,Front Desk Man,front desk man,unknown,True
